rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiment_score,sentiment_label,label
5,27-Jul-18,Black  Plus,Awesome!! Loving Alexa,1,awesome loving alexa,0.8402,Positive,1
1,27-Jul-18,Black  Plus,no habla espanol,0,no habla espanol,-0.296,Negative,0
5,27-Jul-18,Black  Plus,Love the music the stories,1,love the music the stories,0.6369,Positive,1
5,27-Jul-18,White  Plus,It is fantastic.,1,it is fantastic,0.5574,Positive,1
4,27-Jul-18,Black  Plus,Like it but it will take time to setup all the skills I want simply because there are so many. I already use music and Flash Briefing daily. Very satisfied. I use this along with Alexa app on my Kindle hd8,1,like it but it will take time to setup all the skills i want simply because there are so many i already use music and flash briefing daily very satisfied i use this along with alexa app on my kindle hd,0.7461,Positive,1
4,27-Jul-18,Black  Plus,"Wish it would have came with the lightbulb, but otherwise works great, fast delivery, and I enjoy using it!",1,wish it would have came with the lightbulb but otherwise works great fast delivery and i enjoy using it,0.9153,Positive,1
5,27-Jul-18,Black  Plus,"Still haven’t learn all the Echo can do, but so far, quite pleased!",1,still havent learn all the echo can do but so far quite pleased,0.6893,Positive,1
5,27-Jul-18,White  Plus,Love it!,1,love it,0.6369,Positive,1
4,27-Jul-18,Black  Plus,I can receive my CPR classical station.  Great sound.What I like least is the learning curve and my mistakes.,1,i can receive my cpr classical station  great soundwhat i like least is the learning curve and my mistakes,0.6249,Positive,1
3,27-Jul-18,White  Plus,"Sounds well and we find it useful overall but it can be frustrating when it doesn’t respond or you forget the correct command.  “Alexa, turn on the living room lights”.  Oops I mean “Alexa turn on the family room lights”. I also never realized I call my couch a sofa some times.  Unfortunately my Alexa is confused by my changing names for where I sit.",1,sounds well and we find it useful overall but it can be frustrating when it doesnt respond or you forget the correct command  alexa turn on the living room lights  oops i mean alexa turn on the family room lights i also never realized i call my couch a sofa some times  unfortunately my alexa is confused by my changing names for where i sit,-0.8674,Negative,0
1,27-Jul-18,Black  Plus,no it is broke and I can't get help fixing or replacing it,0,no it is broke and i cant get help fixing or replacing it,-0.7398,Negative,0
2,27-Jul-18,Black  Plus,"I’m still unable to connect any devices although it says it has a built in hub. So bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and I was looking forward to this feature. Being able to play music, check the weather etc is fine.",0,im still unable to connect any devices although it says it has a built in hub so bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and i was looking forward to this feature being able to play music check the weather etc is fine,0.4939,Positive,1
5,27-Jul-18,Black  Plus,sounds great have not used the hub yet,1,sounds great have not used the hub yet,0.6249,Positive,1
4,27-Jul-18,Black  Plus,"Is as expected and more, responds very fast to given commands and was very easy to connect via the Amazon App. I also bought the PhilipsHue Light Bulb and all I had to do was put it in my lamp and tell Alexa to find my device and it connected and the lamp now turns on and off with voice commands.",1,is as expected and more responds very fast to given commands and was very easy to connect via the amazon app i also bought the philipshue light bulb and all i had to do was put it in my lamp and tell alexa to find my device and it connected and the lamp now turns on and off with voice commands,0.5984,Positive,1
4,27-Jul-18,Black  Plus,Sound is better,1,sound is better,0.4404,Positive,1
5,27-Jul-18,White  Plus,It is as if we are having a conversation with another person.  Instantaneous response.  And the fact that it catches your command even when you're far from it is simply just amazing.,1,it is as if we are having a conversation with another person  instantaneous response  and the fact that it catches your command even when youre far from it is simply just amazing,0.5859,Positive,1
3,27-Jul-18,Black  Plus,Although I haven't taken advantage of many of the Echo's features there is one that bothers me. It starts talking even when I haven't said anything even close to the wake up word - ECHO - had to change from Alexa due to a conflict with another device.,1,although i havent taken advantage of many of the echos features there is one that bothers me it starts talking even when i havent said anything even close to the wake up word  echo  had to change from alexa due to a conflict with another device,-0.5913,Negative,0
5,27-Jul-18,Black  Plus,The echo plus is very straight forward and easy to use.  It plays great sounding music and can do lots of other things.  Still learning what all it can do.  Working very well so far.,1,the echo plus is very straight forward and easy to use  it plays great sounding music and can do lots of other things  still learning what all it can do  working very well so far,0.9116,Positive,1
4,27-Jul-18,Black  Plus,We have used for last 2 weeks. We like it. My children also like it. Alexa has become part of our family.,1,we have used for last  weeks we like it my children also like it alexa has become part of our family,0.6124,Positive,1
1,27-Jul-18,White  Plus,Terrible. Stopped working after one day.,0,terrible stopped working after one day,-0.6124,Negative,0
5,26-Jul-18,Black  Plus,"better sound than my echo dot. Simple to set up, less than 5 minutes.",1,better sound than my echo dot simple to set up less than  minutes,0.4404,Positive,1
4,26-Jul-18,White  Plus,Nice toy to have around!,1,nice toy to have around,0.4215,Positive,1
1,26-Jul-18,White  Plus,"It does not speak in Spanish,,,I bought it for my grandmother to have someone to talk to when I’m not around,,,,,no Spanish!",0,it does not speak in spanishi bought it for my grandmother to have someone to talk to when im not aroundno spanish,0.0,Neutral,2
5,26-Jul-18,Black  Plus,Love all the cool thing I can do!,1,love all the cool thing i can do,0.7579,Positive,1
5,26-Jul-18,Black  Plus,Great product,1,great product,0.6249,Positive,1
5,26-Jul-18,Black  Plus,Like it. Still working discovery. Really too soon to fully evaluate. But looking forward to learning and using it.,1,like it still working discovery really too soon to fully evaluate but looking forward to learning and using it,0.1901,Positive,1
2,26-Jul-18,Black  Plus,"When I got this Echo I was excited to have a device with better sound than my Dot and a hub to control some Hue bulbs.What I didn't realize and also wasn't fully communicated to me, is that you can't use Hue bulbs to their full potential with this device. You can only turn on and off the lights and set them to a number of preset colors. You also cannot update the bulbs to the newest firmare which is a security concern for me.Do not buy this if you want a full featured hub for your new IoT devices. If you do, you will end up needing to update to a standalone hub, which makes the hub inside this device redundant and pointless.I still love the echo and have zero complaints about the Alexa functionality or sound quality of this device. I'm only disappointed with the hub's functionalities.",0,when i got this echo i was excited to have a device with better sound than my dot and a hub to control some hue bulbswhat i didnt realize and also wasnt fully communicated to me is that you cant use hue bulbs to their full potential with this device you can only turn on and off the lights and set them to a number of preset colors you also cannot update the bulbs to the newest firmare which is a security concern for medo not buy this if you want a full featured hub for your new iot devices if you do you will end up needing to update to a standalone hub which makes the hub inside this device redundant and pointlessi still love the echo and have zero complaints about the alexa functionality or sound quality of this device im only disappointed with the hubs functionalities,0.7717,Positive,1
4,26-Jul-18,Black  Plus,Still needs some work on commands. Sound is equal in the regular echo so if you don't need a smart hub get a regular echo. The sound is ok with it had as much bass as my old soundlink but I mean hey gets loud on the treble and sounds clear.,1,still needs some work on commands sound is equal in the regular echo so if you dont need a smart hub get a regular echo the sound is ok with it had as much bass as my old soundlink but i mean hey gets loud on the treble and sounds clear,0.5221,Positive,1
5,26-Jul-18,White  Plus,"I love my echo plus. I use it with my Spotify account, to find my phone, make phone calls,  turn our lights off and on, much more. Most importantly it reads story to my children.  They love it and that makes me happy.",1,i love my echo plus i use it with my spotify account to find my phone make phone calls  turn our lights off and on much more most importantly it reads story to my children  they love it and that makes me happy,0.943,Positive,1
5,26-Jul-18,Black  Plus,Excellent why didn’t I think it is in the beginning I love it,1,excellent why didnt i think it is in the beginning i love it,0.836,Positive,1
5,26-Jul-18,Black  Plus,"Bye bye Philips hub and expensive monthly internet charge!  Took a little tinkering, had to rest the individual bulbs, but works great! No more, &#34;Philips hue bridge is not responding&#34; message.",1,bye bye philips hub and expensive monthly internet charge  took a little tinkering had to rest the individual bulbs but works great no more philips hue bridge is not responding message,0.5927,Positive,1
5,26-Jul-18,Black  Plus,"Works great! Exactly as described. Only complaint I have is sometimes Alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.",1,works great exactly as described only complaint i have is sometimes alexa gets confused with smart home product names and i had to go back and change some stuff around but i chalk that up to my inexperience with smart home stuff,0.6908,Positive,1
5,26-Jul-18,White  Plus,I love it. Use it mostly for the music huge repertoire to choose from,1,i love it use it mostly for the music huge repertoire to choose from,0.7579,Positive,1
5,26-Jul-18,Black  Plus,Very easy to hook up. Download the app and it walks you through the setup,1,very easy to hook up download the app and it walks you through the setup,0.4927,Positive,1
1,26-Jul-18,Black  Plus,"I am so disappointed in this product.  I tried to install two different units and neither one of them were successfully completed.  Hours with Amazon technicians.. resetting each of them.  The app didn't connect the Echo Plus to the internet connection.  Tried using the application on a phone, a tablet and on a Chromebook... No luck.  There are no clean directions on the application.  Probably sending this back to Amazon..mark this as Not ready for prime time.",0,i am so disappointed in this product  i tried to install two different units and neither one of them were successfully completed  hours with amazon technicians resetting each of them  the app didnt connect the echo plus to the internet connection  tried using the application on a phone a tablet and on a chromebook no luck  there are no clean directions on the application  probably sending this back to amazonmark this as not ready for prime time,-0.7131,Negative,0
5,26-Jul-18,Black  Plus,Well behaved device that i enjoy using.,1,well behaved device that i enjoy using,0.6486,Positive,1
5,26-Jul-18,Black  Plus,Easy setup and sound quality.,1,easy setup and sound quality,0.4404,Positive,1
5,26-Jul-18,Black  Plus,I really love the hub feature,1,i really love the hub feature,0.6697,Positive,1
5,26-Jul-18,White  Plus,What a blast!  We love Echo...  Just learning all the tricks but lots of fun and helpful too!,1,what a blast  we love echo  just learning all the tricks but lots of fun and helpful too,0.8885,Positive,1
5,26-Jul-18,White  Plus,Love this!,1,love this,0.6369,Positive,1
5,26-Jul-18,Black  Plus,"Great sound quality, works well with smart home devices",1,great sound quality works well with smart home devices,0.836,Positive,1
5,26-Jul-18,Black  Plus,Use way more often than we used our Google Home.,1,use way more often than we used our google home,0.0,Neutral,2
3,26-Jul-18,Black  Plus,"Mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.",1,mic hears everything but only understands about half the first time it often takes multiple tries until it gives the correct result,0.0,Neutral,2
4,26-Jul-18,Black  Plus,"Nice add on to a home.What I don't like are the limitations, for example world soccer. It won't give you much info of sport teams other than American.",1,nice add on to a homewhat i dont like are the limitations for example world soccer it wont give you much info of sport teams other than american,0.1754,Positive,1
5,26-Jul-18,Black  Plus,"I was a little apprehensive about buying this because I saw reviews saying it sounds like crap. I'm no audiophile by any means so maybe it's that, but I think it sounds great considering the size. It fills my living room with sound and gets pretty loud while remaining clear. I haven't had any issues pairing with my devices or utilizing any of the voice commands. I have it paired to an EcoBee3, my Firestick, and a Phillip's Hue light bulb. I plan on adding devices as I go. I love this thing and I'm glad I scooped it up! I have only had it around 2 weeks. Will update if I run into issues.",1,i was a little apprehensive about buying this because i saw reviews saying it sounds like crap im no audiophile by any means so maybe its that but i think it sounds great considering the size it fills my living room with sound and gets pretty loud while remaining clear i havent had any issues pairing with my devices or utilizing any of the voice commands i have it paired to an ecobee my firestick and a phillips hue light bulb i plan on adding devices as i go i love this thing and im glad i scooped it up i have only had it around  weeks will update if i run into issues,0.9764,Positive,1
4,26-Jul-18,Black  Plus,I love my Echo Plus. The only drawback is that there is no battery so it has to be plugged in at all times which makes it inconvenient  to use outdoors.,1,i love my echo plus the only drawback is that there is no battery so it has to be plugged in at all times which makes it inconvenient  to use outdoors,0.1531,Positive,1
5,26-Jul-18,White  Plus,"Great device, my grandkids had a ball setting it up for me!",1,great device my grandkids had a ball setting it up for me,0.6249,Positive,1
1,26-Jul-18,White  Plus,The alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. I was not aware of that.  Disappointed,0,the alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work i was not aware of that  disappointed,-0.3818,Negative,0
5,26-Jul-18,Black  Plus,"The Echo Plus is great! So easy to set up and with the built in hub, it connects to other Alexa devices with a mere verbal command. I am 62 and not super techno knowledgable but this was easy for me. Have my lights integrated with Alexa and now looking at security cameras and locks. Definitely recommend the Echo Plus!",1,the echo plus is great so easy to set up and with the built in hub it connects to other alexa devices with a mere verbal command i am  and not super techno knowledgable but this was easy for me have my lights integrated with alexa and now looking at security cameras and locks definitely recommend the echo plus,0.9485,Positive,1
5,26-Jul-18,Black  Plus,Works as advertised! It says Alexa is always learning. That's great because I am just learning all the things Alexa can do.,1,works as advertised it says alexa is always learning thats great because i am just learning all the things alexa can do,0.6249,Positive,1
5,26-Jul-18,Black  Plus,"Great , love it.",1,great  love it,0.8519,Positive,1
2,26-Jul-18,Black  Plus,wish it had a battery or was described better as a plug in only item.,0,wish it had a battery or was described better as a plug in only item,0.6808,Positive,1
3,26-Jul-18,White  Plus,Doesn't seem to hear as well as my 2nd Generation Echo and WHY is there no volume buttons on it?!,1,doesnt seem to hear as well as my nd generation echo and why is there no volume buttons on it,-0.0258,Neutral,2
5,26-Jul-18,White  Plus,A+,1,a,0.0,Neutral,2
5,26-Jul-18,White  Plus,Worked great. The built in hub works great.,1,worked great the built in hub works great,0.8481,Positive,1
5,26-Jul-18,Black  Plus,It knows everything  we ask it to do. Havent smart hubbed it yet but does exactly as advertised and am very happy with our purchase. Sound quality is excellent also,1,it knows everything  we ask it to do havent smart hubbed it yet but does exactly as advertised and am very happy with our purchase sound quality is excellent also,0.8981,Positive,1
4,26-Jul-18,White  Plus,"Connecting and sound are perfect! I only give 4 because the is no internal battery, if I disconnect to the power source, it will be off.",1,connecting and sound are perfect i only give  because the is no internal battery if i disconnect to the power source it will be off,0.3612,Positive,1
4,26-Jul-18,White  Plus,"It seems easy to stump Alexa with rather simple questions that are easily googled with the correct answer.  We admit that we have not explored all that's available through the Echo.  One irritating issue is that Alexa cannot answer help questions concerning how to use the system, rather it refers you to the Alexa app or help via a computer.  It was very simple to setup and use and we continue to learn how this tool can become more useful.",1,it seems easy to stump alexa with rather simple questions that are easily googled with the correct answer  we admit that we have not explored all thats available through the echo  one irritating issue is that alexa cannot answer help questions concerning how to use the system rather it refers you to the alexa app or help via a computer  it was very simple to setup and use and we continue to learn how this tool can become more useful,0.774,Positive,1
4,26-Jul-18,Black  Plus,I like how easy it was to set up. Very easy to use and set up with other Bluetooth devices.,1,i like how easy it was to set up very easy to use and set up with other bluetooth devices,0.8221,Positive,1
5,26-Jul-18,Black  Plus,Ease of use and many tasks it will perform,1,ease of use and many tasks it will perform,0.3612,Positive,1
5,26-Jul-18,White  Plus,"I purchased the Echo Plus with built-in hub during Prime Days sale. It was delivered very fast and was easy to link to my WiFi. Also connected it to a smart plug to control a light. I love telling Alexa to play music, and she hears me from 2 rooms away. Excited to learn new uses for it.",1,i purchased the echo plus with builtin hub during prime days sale it was delivered very fast and was easy to link to my wifi also connected it to a smart plug to control a light i love telling alexa to play music and she hears me from  rooms away excited to learn new uses for it,0.9274,Positive,1
2,26-Jul-18,Black  Plus,"It was harder to setup then I thought it should be, for some reason I had to default  it twice. Had to go thru too many steps to setup and find my devices. Would be nice if it could interact with my Xfinity cable tv cable box and it also does not work with my Xfinity alarm for my house or my cameras, be nice set and disarm the alarm with Alexa. Had to install a skill app to setup bulb ??? whats that about, you ship it with your product ??? should have said (Alexa setup bulb) or (Alexa find new bulb) ??? and (Alexa setup Nest)??? it's fine that you use third party apps but Alexa should do the work for you.",0,it was harder to setup then i thought it should be for some reason i had to default  it twice had to go thru too many steps to setup and find my devices would be nice if it could interact with my xfinity cable tv cable box and it also does not work with my xfinity alarm for my house or my cameras be nice set and disarm the alarm with alexa had to install a skill app to setup bulb  whats that about you ship it with your product  should have said alexa setup bulb or alexa find new bulb  and alexa setup nest its fine that you use third party apps but alexa should do the work for you,0.3919,Positive,1
5,26-Jul-18,White  Plus,Nothing to dislike I love my new toy that has made my house a smart home.,1,nothing to dislike i love my new toy that has made my house a smart home,0.8436,Positive,1
3,26-Jul-18,Black  Plus,The built in hub lacks some of the features (geo fencing) of the Phillips hub.  Otherwise would have given it 5 stars.,1,the built in hub lacks some of the features geo fencing of the phillips hub  otherwise would have given it  stars,0.0,Neutral,2
5,26-Jul-18,White  Plus,The Echo Plus is used for leisure and pleasure. I absolutely love it. Easy to set up and connect. What a great addition to my listening pleasure. I have not used it yet for other purposes.,1,the echo plus is used for leisure and pleasure i absolutely love it easy to set up and connect what a great addition to my listening pleasure i have not used it yet for other purposes,0.9646,Positive,1
5,26-Jul-18,Black  Plus,Arrived right on time and works as expected,1,arrived right on time and works as expected,0.0,Neutral,2
4,26-Jul-18,Black  Plus,It's like a remedial form of the Star Trek computer in your home,1,its like a remedial form of the star trek computer in your home,0.3612,Positive,1
1,26-Jul-18,Black  Plus,The echo part works fine.  The hue hub is a disaster.  It worked for a few months and then nothing.  I spent 2 hours on the phone with tech support one =y to have to send it in for repair.  I am now trying to reconnect my lights.  What a pain.  I am having to reset each light bulb.  It can take up to 5 times to get it to reset.  I have spent hours on this.  I will say customer service was friendly and tried to be helpful.  Stick with the echo and smart plugs for lamps.,0,the echo part works fine  the hue hub is a disaster  it worked for a few months and then nothing  i spent  hours on the phone with tech support one y to have to send it in for repair  i am now trying to reconnect my lights  what a pain  i am having to reset each light bulb  it can take up to  times to get it to reset  i have spent hours on this  i will say customer service was friendly and tried to be helpful  stick with the echo and smart plugs for lamps,0.5859,Positive,1
5,25-Jul-18,Black  Plus,I love it and my family loves it also we use it all the time we also like playing the games that you can get on it too!! Great for family game nights,1,i love it and my family loves it also we use it all the time we also like playing the games that you can get on it too great for family game nights,0.946,Positive,1
1,25-Jul-18,Black  Plus,It was supposed to come with a free Hue lightbulb on Amazon Prime Day.  No light bulb arrived.  False advertising!,0,it was supposed to come with a free hue lightbulb on amazon prime day  no light bulb arrived  false advertising,0.4215,Positive,1
3,25-Jul-18,Black  Plus, ,1, ,0.0,Neutral,2
5,25-Jul-18,Black  Plus,Awesome!,1,awesome,0.6249,Positive,1
1,25-Jul-18,Black  Plus,Haven't had it a week and already it cannot connect to my network. Tried reconnecting manually and the echo never appears in the list of devices to connect. It will be on it's way back to Amazon,0,havent had it a week and already it cannot connect to my network tried reconnecting manually and the echo never appears in the list of devices to connect it will be on its way back to amazon,0.1779,Positive,1
5,25-Jul-18,Black  Plus,"This is the 3rd unit I purchased all the way from gen 1 to the plus. The only reason I purchased this is because it works so well and I wanted it in other rooms as well. All my switches work great and I have had not issues. I the past, I did have some ghost commands when Alexa would answer a question when no one asked her to but I think some recent ipdates May have resolved this. It just keeps improving over time, not with call capabilities. I work with adapting smart homes and this is by far the cheapest, best way so far. Can’t wait to see what they come up with next.",1,this is the rd unit i purchased all the way from gen  to the plus the only reason i purchased this is because it works so well and i wanted it in other rooms as well all my switches work great and i have had not issues i the past i did have some ghost commands when alexa would answer a question when no one asked her to but i think some recent ipdates may have resolved this it just keeps improving over time not with call capabilities i work with adapting smart homes and this is by far the cheapest best way so far cant wait to see what they come up with next,0.9573,Positive,1
5,25-Jul-18,Black  Plus,Love it. I play music everyday and voice  activated makes it so easy,1,love it i play music everyday and voice  activated makes it so easy,0.8845,Positive,1
3,25-Jul-18,Black  Plus,I can't get multiple profiles working. It just spins when adding a 2nd user at pass device prompt,1,i cant get multiple profiles working it just spins when adding a nd user at pass device prompt,0.0,Neutral,2
5,25-Jul-18,Black  Plus,"I love it , using music and turning on and off light",1,i love it  using music and turning on and off light,0.6369,Positive,1
5,25-Jul-18,Black  Plus,It has great sound and very responsive to commands!,1,it has great sound and very responsive to commands,0.7841,Positive,1
5,25-Jul-18,Black  Plus,This thing is great. Has good sound and does everything I expected. I have it linked in with my lights and use it with alarm.com as well.,1,this thing is great has good sound and does everything i expected i have it linked in with my lights and use it with alarmcom as well,0.8442,Positive,1
5,25-Jul-18,Black  Plus,No problems whatsoever makes life easy and sounds great.,1,no problems whatsoever makes life easy and sounds great,0.8503,Positive,1
5,25-Jul-18,Black  Plus,"This is a very useful device.  I use it to turn my lights on and off around the house.  It works with all the other Alexa devices, so I can give a command near any of them, and this will process the request.  It also handles all the functions that the other devices can do. I enjoy it much more than I thought I would.",1,this is a very useful device  i use it to turn my lights on and off around the house  it works with all the other alexa devices so i can give a command near any of them and this will process the request  it also handles all the functions that the other devices can do i enjoy it much more than i thought i would,0.7501,Positive,1
5,25-Jul-18,Black  Plus,I love my echo plus!!!,1,i love my echo plus,0.6369,Positive,1
5,25-Jul-18,Black  Plus,"How can you not like the Echo Plus.  It has the built in Hub and works seamlessly with all my compatible devices.  Amazon makes a great product and I haven't had a single issue with this one or any of the other devices (echo dots, etc.).",1,how can you not like the echo plus  it has the built in hub and works seamlessly with all my compatible devices  amazon makes a great product and i havent had a single issue with this one or any of the other devices echo dots etc,0.5705,Positive,1
5,25-Jul-18,White  Plus,"I have been hesitant to purchase anything smart home because I am just not good with electronics.  However this surprised me how easy it is to set up and it links to the Bluetooth in my sound bar for my TV which provides extra sound for music, I can make calls and finally hear people when home. I do not have cable, only the paid apps like Netflix and Hulu so when Alexa provided me news stations, weather and other updates it was really great to hear! I have linked all of my accounts to her, she turns on my lights before I walk through the door. She purchases re-orders off of Amazon for my pets and I heard if something bad happened at your home she would place a call to 911 regardless if she was unplugged or not.  This is important as an extra layer of protection for someone living alone.  My tech savvy bf went out and bought her after a week of me having her. Must buy!!!",1,i have been hesitant to purchase anything smart home because i am just not good with electronics  however this surprised me how easy it is to set up and it links to the bluetooth in my sound bar for my tv which provides extra sound for music i can make calls and finally hear people when home i do not have cable only the paid apps like netflix and hulu so when alexa provided me news stations weather and other updates it was really great to hear i have linked all of my accounts to her she turns on my lights before i walk through the door she purchases reorders off of amazon for my pets and i heard if something bad happened at your home she would place a call to  regardless if she was unplugged or not  this is important as an extra layer of protection for someone living alone  my tech savvy bf went out and bought her after a week of me having her must buy,0.7022,Positive,1
5,25-Jul-18,White  Plus,"I love my Echo Plus and have cousins from Italy here visiting and they love it.  I want to give them each one, however will it work for them in Italy. someone please answer my question ASAP.",1,i love my echo plus and have cousins from italy here visiting and they love it  i want to give them each one however will it work for them in italy someone please answer my question asap,0.9001,Positive,1
5,25-Jul-18,Black  Plus,Totally enjoy our new Echo Plus.  Great for fast facts and listening to Beautiful Music.  We are just getting started with all the benefits.,1,totally enjoy our new echo plus  great for fast facts and listening to beautiful music  we are just getting started with all the benefits,0.9336,Positive,1
3,25-Jul-18,Black  Plus,"Device is touted as able to link to calendar on my Samsung phone through google, can't get it to work",1,device is touted as able to link to calendar on my samsung phone through google cant get it to work,-0.0516,Negative,0
5,25-Jul-18,White  Plus,Love this product!!,1,love this product,0.6369,Positive,1
5,25-Jul-18,White  Plus,Music. News. Shopping list. Jokes. Games,1,music news shopping list jokes games,0.25,Positive,1
5,25-Jul-18,Black  Plus,Works well. Need to speak clearly but picks up commands from a good distance and the sound is surprisingly well.,1,works well need to speak clearly but picks up commands from a good distance and the sound is surprisingly well,0.8934,Positive,1
1,24-Jul-18,Black  Plus,"I'll be returning it.  It's been nothing but annoying.  The hub can't be turned off if not needed and it interferes with my Hue Bridge.  I can't even install Philips lights with it unless I unplug it to do so.  There are plenty of other reviews that go in depth with the issues.  Bottom line is it sucks as a hub.  It doesn't support z-wave and zigbee (which in fairness I knew in advance), but when the one protocol it does support doesn't do many functions that a dedicated one will, what's the point?  I noticed right away that my Philips Hue Bridge supports firmware upgrades to the light bulbs themselves and this doesn't.  I found that rather interesting.",0,ill be returning it  its been nothing but annoying  the hub cant be turned off if not needed and it interferes with my hue bridge  i cant even install philips lights with it unless i unplug it to do so  there are plenty of other reviews that go in depth with the issues  bottom line is it sucks as a hub  it doesnt support zwave and zigbee which in fairness i knew in advance but when the one protocol it does support doesnt do many functions that a dedicated one will whats the point  i noticed right away that my philips hue bridge supports firmware upgrades to the light bulbs themselves and this doesnt  i found that rather interesting,0.8807,Positive,1
5,24-Jul-18,Black  Plus, ,1, ,0.0,Neutral,2
2,24-Jul-18,Black  Plus,The Echo does not link to Direct tv even though they said it would. I have spent multiple hours on this. Made phone calls and texts. Also is missing free bulb.,0,the echo does not link to direct tv even though they said it would i have spent multiple hours on this made phone calls and texts also is missing free bulb,0.2732,Positive,1
5,24-Jul-18,White  Plus,"Still learning what it can do. Amazing. Simple, works right out of a box. Only frustration is getting Amazon Alexa app t show up on my Samsung/Galaxy with Google's Android.",1,still learning what it can do amazing simple works right out of a box only frustration is getting amazon alexa app t show up on my samsunggalaxy with googles android,0.34,Positive,1
5,24-Jul-18,Black  Plus,"well what can you say,  Love It  Love It  Love It  enough said",1,well what can you say  love it  love it  love it  enough said,0.9403,Positive,1
2,24-Jul-18,Black  Plus,Doesn't use apple music.  It is worthless to me without it.  Sound quality on it is also poor.,0,doesnt use apple music  it is worthless to me without it  sound quality on it is also poor,-0.7184,Negative,0
5,24-Jul-18,Black  Plus,"Great product, easy to install and use! Not a necessity but a commodity!",1,great product easy to install and use not a necessity but a commodity,0.5423,Positive,1
4,24-Jul-18,Black  Plus, ,1, ,0.0,Neutral,2
5,23-Jul-18,White  Plus,"Works great I bought this Direct from amazon, and I have got to tell you, This item Echo Show and Echo Plus is the best item I have ever had and I am kind of a tech geek. I am a disabled person, and it helps me turn light on and off, and schedule doctor appointments, using google voice phone, and get my medical rides to and from hospitals, plays music on cue from multiple web apps, and watch videos, as well as communicating to my Nurses aide my schedule and calendar of events. I wish there were programs that helped disabled people get these and smart lights. They are literally the best items since chocolate to assist the disabled and literally anybody else who need them. Although the echo show is not a hub once you set up the Echo plus hub with your lights you can use any amazon device to shut the lights off. Thank God, no more working my ass off to turn on or off lights. Thank you Amazon. I will save up enough money to buy more gift cards from Affirm.com to purchase 1 more of each and some lights for rest of the house. Jeff Bezos these are awesome items and because of your allowing me to get amazon prime at a lower cost due to disability I was finally able to buy these items on your prime day event. really helped when all you earn a month is $672 on SSDI thank you all again.",1,works great i bought this direct from amazon and i have got to tell you this item echo show and echo plus is the best item i have ever had and i am kind of a tech geek i am a disabled person and it helps me turn light on and off and schedule doctor appointments using google voice phone and get my medical rides to and from hospitals plays music on cue from multiple web apps and watch videos as well as communicating to my nurses aide my schedule and calendar of events i wish there were programs that helped disabled people get these and smart lights they are literally the best items since chocolate to assist the disabled and literally anybody else who need them although the echo show is not a hub once you set up the echo plus hub with your lights you can use any amazon device to shut the lights off thank god no more working my ass off to turn on or off lights thank you amazon i will save up enough money to buy more gift cards from affirmcom to purchase  more of each and some lights for rest of the house jeff bezos these are awesome items and because of your allowing me to get amazon prime at a lower cost due to disability i was finally able to buy these items on your prime day event really helped when all you earn a month is  on ssdi thank you all again,0.9895,Positive,1
2,23-Jul-18,Black  Plus,"I'm sure the Echo is as cool as everyone says....but I won't get to try this one. Even though I have a Large covered porch.....the package was left on my top step on a day forecast for 100% chance of rain.....and rain it did, soaking the package. I'm not even going to open it and see how bad the damage is. This order has been cursed from the beginning. Ordered as a Birthday Gift and Delivery was not made on scheduled day. Now I get it, and its rain-soaked.",0,im sure the echo is as cool as everyone saysbut i wont get to try this one even though i have a large covered porchthe package was left on my top step on a day forecast for  chance of rainand rain it did soaking the package im not even going to open it and see how bad the damage is this order has been cursed from the beginning ordered as a birthday gift and delivery was not made on scheduled day now i get it and its rainsoaked,0.3818,Positive,1
5,23-Jul-18,Black  Plus,So far I love it.  It was easy to set up - if I can do it anybody can.  Speakers are great and its fun to play my music with just a voice command!,1,so far i love it  it was easy to set up  if i can do it anybody can  speakers are great and its fun to play my music with just a voice command,0.9529,Positive,1
1,23-Jul-18,Black  Plus,I am not tec smart enough to make it work at all. Will send it back if I cant get help. My eco dot works just fine. this is too complacated.I just wanted a bigger speaker.,0,i am not tec smart enough to make it work at all will send it back if i cant get help my eco dot works just fine this is too complacatedi just wanted a bigger speaker,-0.4051,Negative,0
